Genes	dNdS
Solyc06g071470	0.25846
Solyc06g071480	0.13806
Solyc06g071490	0.22590
Solyc06g071500	0.13103
Solyc06g071510	0.27206
Solyc06g071530	0.15134
Solyc06g071540	0.12680
Solyc06g071550	0.29608
Solyc06g071560	0.39345
Solyc06g071570	0.03236
Solyc06g071580	0.35016
Solyc06g071590	0.16642
Solyc06g071600	0.60268
Solyc06g071610	0.00010
Solyc06g071620	0.00010
Solyc06g071640	0.37137
Solyc06g071650	0.00010
Solyc06g071670	0.08055
Solyc06g071680	0.02402
Solyc06g071690	0.56844
Solyc06g071700	0.06183
Solyc06g071720	0.00010
Solyc06g071730	0.10082
Solyc06g071750	0.15331
Solyc06g071770	0.42542
Solyc06g071780	1.10297
Solyc06g071790	0.01719
Solyc06g071800	0.14250
Solyc06g071810	0.38310
Solyc06g071820	0.50491
Solyc06g071830	0.24217
Solyc06g071840	0.00010
Solyc06g071850	0.42014
Solyc06g071860	0.43653
Solyc06g071870	0.00010
Solyc06g071880	0.00010
Solyc06g071890	0.00010
Solyc06g071900	0.26787
Solyc06g071910	0.16945
Solyc06g071920	0.09351
Solyc06g071950	0.04373
Solyc06g071960	0.43303
Solyc06g071980	0.52754
Solyc06g071990	2.17349
Solyc06g072040	0.00010
Solyc06g072050	0.10662
Solyc06g072060	0.11552
Solyc06g072070	0.00010
Solyc06g072110	0.66885
Solyc06g072120	0.21339
Solyc06g072130	0.00010
Solyc06g072140	0.07282
Solyc06g072160	0.18448
Solyc06g072170	0.00010
Solyc06g072220	0.13716
Solyc06g072230	0.27379
Solyc06g072240	0.00010
Solyc06g072250	0.05459
Solyc06g072270	0.48428
Solyc06g072280	0.00010
Solyc06g072290	0.72726
Solyc06g072300	0.07020
Solyc06g072310	0.08684
Solyc06g072320	0.04330
Solyc06g072330	0.19867
Solyc06g072340	0.36211
Solyc06g072350	0.08630
Solyc06g072360	0.10113
Solyc06g072370	0.28421
Solyc06g072380	0.03112
Solyc06g072390	0.43992
Solyc06g072400	4.21077
Solyc06g072420	0.12362
Solyc06g072430	1.35348
Solyc06g072440	0.85080
Solyc06g072460	0.40418
Solyc06g072470	0.94952
Solyc06g072480	0.88993
Solyc06g072490	0.00010
Solyc06g072500	0.83033
Solyc06g072510	0.30203
Solyc06g072520	1.16109
Solyc06g072530	0.14016
Solyc06g072540	0.49636
Solyc06g072550	0.06022
Solyc06g072570	0.00010
Solyc06g072580	0.12947
Solyc06g072590	0.34025
Solyc06g072600	0.00010
Solyc06g072610	0.25458
Solyc06g072620	0.92661
Solyc06g072630	0.36144
Solyc06g072650	0.43959
Solyc06g072660	0.20825
Solyc06g072670	0.00010
Solyc06g072680	0.36313
Solyc06g072700	0.06824
Solyc06g072710	0.18584
Solyc06g072720	0.07647
Solyc06g072730	0.55626
Solyc06g072740	0.05566
Solyc06g072750	0.52730
Solyc06g072760	0.48863
Solyc06g072770	0.41035
Solyc06g072780	0.67693
Solyc06g072790	0.27663
Solyc06g072800	0.16723
Solyc06g072810	0.51410
Solyc06g072820	0.52490
Solyc06g072830	0.21436
Solyc06g072840	0.67038
Solyc06g072880	0.37629
Solyc06g072890	0.20879
Solyc06g072910	999.00000
Solyc06g072920	0.15872
Solyc06g072930	0.53063
Solyc06g072940	0.00010
Solyc06g072960	0.35458
Solyc06g072980	0.30831
Solyc06g072990	1.41534
Solyc06g073000	0.40917
Solyc06g073010	0.16023
Solyc06g073020	0.00010
Solyc06g073030	0.53485
Solyc06g073040	0.00010
Solyc06g073050	0.68920
Solyc06g073060	0.14145
Solyc06g073080	0.29043
Solyc06g073090	0.27565
Solyc06g073100	0.14279
Solyc06g073110	0.06648
Solyc06g073120	0.05334
Solyc06g073130	0.78642
Solyc06g073140	0.15121
Solyc06g073150	0.10234
Solyc06g073160	0.45769
Solyc06g073170	0.17399
Solyc06g073180	0.00010
Solyc06g073190	0.08983
Solyc06g073200	0.00010
Solyc06g073210	0.85697
Solyc06g073230	0.13078
Solyc06g073240	0.19255
Solyc06g073260	0.03925
Solyc06g073270	0.00010
Solyc06g073280	0.11399
Solyc06g073290	0.23825
Solyc06g073300	0.00010
Solyc06g073310	0.00010
Solyc06g073320	0.08006
Solyc06g073330	0.18027
Solyc06g073340	0.07253
Solyc06g073350	0.05916
Solyc06g073360	0.00010
Solyc06g073370	0.00010
Solyc06g073380	0.05319
Solyc06g073390	0.15071
Solyc06g073400	0.16236
Solyc06g073410	0.00010
Solyc06g073420	0.07284
Solyc06g073450	0.04843
Solyc06g073460	0.27120
Solyc06g073470	0.00010
Solyc06g073490	0.15630
Solyc06g073500	0.47372
Solyc06g073510	0.09513
Solyc06g073520	0.59485
Solyc06g073530	0.28996
Solyc06g073540	0.06871
Solyc06g073550	0.21262
Solyc06g073560	0.05132
Solyc06g073570	0.37817
Solyc06g073580	0.36965
Solyc06g073600	0.40663
Solyc06g073610	0.24316
Solyc06g073620	0.33536
Solyc06g073630	0.03995
Solyc06g073640	0.36481
Solyc06g073650	0.28965
Solyc06g073660	0.51159
Solyc06g073670	0.37112
Solyc06g073680	0.20547
Solyc06g073690	0.14300
Solyc06g073700	0.00010
Solyc06g073710	0.00010
Solyc06g073720	0.16041
Solyc06g073730	0.29210
Solyc06g073740	0.20207
Solyc06g073750	0.31694
Solyc06g073760	0.22185
Solyc06g073780	0.13533
Solyc06g073790	0.00010
Solyc06g073800	0.00010
Solyc06g073810	0.32333
Solyc06g073830	0.55229
Solyc06g073840	0.12858
Solyc06g073850	0.34147
Solyc06g073860	0.65277
Solyc06g073870	0.00010
Solyc06g073880	0.49975
Solyc06g073890	0.15919
Solyc06g073900	0.17462
Solyc06g073910	0.35714
Solyc06g073920	0.43068
Solyc06g073930	0.08037
Solyc06g073940	0.21812
Solyc06g073950	0.00010
Solyc06g073960	0.04517
Solyc06g073970	0.11016
Solyc06g073980	0.13386
Solyc06g073990	0.90880
Solyc06g074000	0.15911
Solyc06g074010	0.40218
Solyc06g074020	0.18379
Solyc06g074030	0.14879
Solyc06g074040	0.14891
Solyc06g074050	0.22259
Solyc06g074070	0.15057
Solyc06g074080	0.45791
Solyc06g074090	0.17599
Solyc06g074110	0.38749
Solyc06g074120	0.18496
Solyc06g074130	0.15756
Solyc06g074140	0.09317
Solyc06g074150	0.59555
Solyc06g074160	0.09204
Solyc06g074170	0.30991
Solyc06g074180	0.51428
Solyc06g074190	0.49789
Solyc06g074200	0.00010
Solyc06g074210	0.12831
Solyc06g074220	0.14501
Solyc06g074230	0.05596
Solyc06g074240	0.32517
Solyc06g074250	0.28228
Solyc06g074260	0.54132
Solyc06g074270	0.19281
Solyc06g074280	0.35902
Solyc06g074300	0.00010
Solyc06g074310	0.32470
Solyc06g074320	0.05710
Solyc06g074330	0.12482
Solyc06g074350	0.00010
Solyc06g074370	0.17197
Solyc06g074380	0.12266
Solyc06g074390	0.10591
Solyc06g074400	0.26130
Solyc06g074420	0.09036
Solyc06g074430	0.00010
Solyc06g074450	0.35473
Solyc06g074460	0.25375
Solyc06g074480	0.23131
Solyc06g074500	0.06937
Solyc06g074510	0.24625
Solyc06g074530	0.16942
Solyc06g074540	1.76631
Solyc06g074620	0.38456
Solyc06g074630	0.03228
Solyc06g074640	0.45103
Solyc06g074650	0.08779
Solyc06g074670	0.00010
Solyc06g074680	0.25147
Solyc06g074690	0.29520
Solyc06g074700	0.17212
Solyc06g074710	0.22655
Solyc06g074720	0.23917
Solyc06g074730	0.33680
Solyc06g074740	0.28401
Solyc06g074750	0.27613
Solyc06g074760	999.00000
Solyc06g074770	0.24011
Solyc06g074780	0.18112
Solyc06g074790	0.00010
Solyc06g074800	0.33925
Solyc06g074810	0.24932
Solyc06g074820	0.03584
Solyc06g074840	0.05966
Solyc06g074850	0.12242
Solyc06g074890	0.19603
Solyc06g074900	0.29390
Solyc06g074910	0.39300
Solyc06g074930	0.40856
Solyc06g074940	0.08797
Solyc06g074960	0.18002
Solyc06g074970	0.16762
Solyc06g074980	0.00010
Solyc06g074990	0.05049
Solyc06g075000	0.20486
Solyc06g075010	0.09444
Solyc06g075020	0.10662
Solyc06g075030	0.50478
Solyc06g075080	0.24951
Solyc06g075090	0.16267
Solyc06g075100	0.20060
Solyc06g075110	0.11400
Solyc06g075130	0.22389
Solyc06g075140	0.17158
Solyc06g075150	0.49229
Solyc06g075160	0.24266
Solyc06g075170	0.11437
Solyc06g075180	0.00010
Solyc06g075190	0.00010
Solyc06g075200	0.00010
Solyc06g075210	0.28541
Solyc06g075220	0.26022
Solyc06g075250	0.06808
Solyc06g075260	0.26842
Solyc06g075270	0.12293
Solyc06g075310	0.00010
Solyc06g075320	0.10938
Solyc06g075340	0.13771
Solyc06g075350	0.33310
Solyc06g075360	0.03008
Solyc06g075370	0.63833
Solyc06g075390	0.08974
Solyc06g075400	0.33789
Solyc06g075410	2.67336
Solyc06g075420	0.60121
Solyc06g075450	0.00010
Solyc06g075470	0.12700
Solyc06g075480	0.00010
Solyc06g075500	0.37192
Solyc06g075510	0.28588
Solyc06g075540	0.24988
Solyc06g075550	0.11381
Solyc06g075560	0.12369
Solyc06g075570	0.00010
Solyc06g075580	0.15373
Solyc06g075590	0.07954
Solyc06g075600	0.19391
Solyc06g075610	0.23826
Solyc06g075620	0.23070
Solyc06g075630	0.07317
Solyc06g075640	0.39583
Solyc06g075650	0.02974
Solyc06g075660	0.30330
Solyc06g075690	0.37220
Solyc06g075780	0.13491
Solyc06g075790	0.47150
Solyc06g075800	0.02998
Solyc06g075810	0.00010
Solyc06g075830	0.00010
Solyc06g075850	0.00010
Solyc06g075930	0.00010
Solyc06g075960	0.00010
Solyc06g075980	0.43135
Solyc06g075990	0.21447
Solyc06g076020	0.00010
Solyc06g076030	0.08245
Solyc06g076040	0.14026
Solyc06g076050	0.11640
Solyc06g076060	0.30057
Solyc06g076080	0.53821
Solyc06g076090	0.00951
Solyc06g076100	0.04631
Solyc06g076110	0.18065
Solyc06g076120	0.12396
Solyc06g076130	0.43088
Solyc06g076140	0.61358
Solyc06g076150	0.15832
Solyc06g076160	0.25494
Solyc06g076170	0.07196
Solyc06g076210	0.41635
Solyc06g076220	0.30944
Solyc06g076240	0.50069
Solyc06g076250	0.05124
Solyc06g076260	0.29773
Solyc06g076270	0.32979
Solyc06g076280	0.17166
Solyc06g076300	0.22873
Solyc06g076310	0.27618
Solyc06g076320	0.03901
Solyc06g076330	38.60005
Solyc06g076340	0.09947
Solyc06g076350	0.27431
Solyc06g076360	0.05595
Solyc06g076370	0.20059
Solyc06g076380	0.49635
Solyc06g076390	0.05209
Solyc06g076400	0.20020
Solyc06g076410	0.00010
Solyc06g076430	0.02693
Solyc06g076440	0.20868
Solyc06g076450	0.00010
Solyc06g076460	0.04540
Solyc06g076470	0.24503
Solyc06g076480	0.14305
Solyc06g076490	0.40326
Solyc06g076510	0.12429
Solyc06g076520	0.62879
Solyc06g076540	0.28740
Solyc06g076550	0.00010
Solyc06g076560	0.05696
Solyc06g076570	0.32276
Solyc06g076590	0.40685
Solyc06g076600	0.03565
Solyc06g076610	0.23644
Solyc06g076620	0.34086
Solyc06g076630	0.42320
Solyc06g076640	0.00010
Solyc06g076650	0.02482
Solyc06g076660	0.00010
Solyc06g076670	0.62089
Solyc06g076680	0.29280
Solyc06g076690	0.00010
Solyc06g076700	0.39492
Solyc06g076710	0.11140
Solyc06g076740	0.58769
Solyc06g076770	0.07510
Solyc06g076780	0.14340
Solyc06g076790	0.39655
Solyc06g076800	0.11200
Solyc06g076820	0.14893
Solyc06g076830	0.17052
Solyc06g076850	0.08044
Solyc06g076860	0.30445
Solyc06g076870	0.08270
Solyc06g076880	0.24256
Solyc06g076890	0.22960
Solyc06g076910	0.00010
Solyc06g076920	0.00010
Solyc06g076930	0.12906
Solyc06g076940	0.73393
Solyc06g076950	0.17411
Solyc06g076960	0.51886
Solyc06g076970	0.07100
Solyc06g076980	0.27221
Solyc06g081980	0.00010
Solyc06g082000	0.32957
Solyc06g082010	0.28079
Solyc06g082030	0.50345
Solyc06g082040	0.47965
Solyc06g082050	0.00010
Solyc06g082060	0.83780
Solyc06g082070	0.06649
Solyc06g082080	0.32562
Solyc06g082090	0.14598
Solyc06g082100	0.08413
Solyc06g082120	248.20770
Solyc06g082130	0.00010
Solyc06g082150	0.05397
Solyc06g082180	0.16975
Solyc06g082190	0.13033
Solyc06g082200	0.30712
Solyc06g082210	0.30905
Solyc06g082220	0.21642
Solyc06g082230	0.14516
Solyc06g082240	0.11054
Solyc06g082250	0.34882
Solyc06g082260	2.54517
Solyc06g082270	0.14462
Solyc06g082280	0.36189
Solyc06g082290	0.04949
Solyc06g082300	0.07613
Solyc06g082310	0.37766
Solyc06g082320	0.65395
Solyc06g082340	0.55702
Solyc06g082350	999.00000
Solyc06g082360	0.06444
Solyc06g082370	0.29685
Solyc06g082380	0.61826
Solyc06g082390	0.23811
Solyc06g082410	0.11558
Solyc06g082430	0.58696
Solyc06g082440	0.33536
Solyc06g082460	1.96945
Solyc06g082470	0.11269
Solyc06g082480	0.38718
Solyc06g082490	0.11849
Solyc06g082500	0.18973
Solyc06g082510	0.75071
Solyc06g082520	0.16479
Solyc06g082570	0.37362
Solyc06g082590	0.81749
Solyc06g082600	0.00010
Solyc06g082610	0.16737
Solyc06g082620	0.19759
Solyc06g082630	0.00010
Solyc06g082650	0.00010
Solyc06g082660	0.04208
Solyc06g082670	0.00010
Solyc06g082680	0.07916
Solyc06g082700	0.20649
Solyc06g082710	0.04965
Solyc06g082730	0.00010
Solyc06g082750	0.00010
Solyc06g082760	0.05068
Solyc06g082780	0.12922
Solyc06g082800	0.07617
Solyc06g082810	0.21242
Solyc06g082820	0.72237
Solyc06g082830	0.20483
Solyc06g082840	0.20896
Solyc06g082850	0.26633
Solyc06g082860	0.24400
Solyc06g082870	0.10293
Solyc06g082880	0.22904
Solyc06g082890	0.45368
Solyc06g082900	0.11443
Solyc06g082910	0.17485
Solyc06g082920	0.11023
Solyc06g082930	0.22970
Solyc06g082940	0.42277
Solyc06g082950	0.12714
Solyc06g082960	0.79974
Solyc06g082970	0.21121
Solyc06g082980	0.08191
Solyc06g082990	0.32484
Solyc06g083000	0.02707
Solyc06g083020	0.10769
Solyc06g083030	0.36323
Solyc06g083040	0.33264
Solyc06g083050	0.22656
Solyc06g083060	0.71210
Solyc06g083070	0.24575
Solyc06g083080	0.19940
Solyc06g083090	0.09887
Solyc06g083110	0.44135
Solyc06g083120	0.00010
Solyc06g083130	0.47573
Solyc06g083140	0.32614
Solyc06g083150	0.59226
Solyc06g083160	0.00010
Solyc06g083170	0.35919
Solyc06g083180	0.06435
Solyc06g083190	0.14471
Solyc06g083200	0.11509
Solyc06g083210	0.19838
Solyc06g083220	0.99668
Solyc06g083230	0.06338
Solyc06g083250	0.17065
Solyc06g083260	0.09401
Solyc06g083270	0.03952
Solyc06g083280	0.45606
Solyc06g083300	0.26977
Solyc06g083310	0.06826
Solyc06g083330	31.43592
Solyc06g083350	0.23068
Solyc06g083360	0.00010
Solyc06g083370	0.30237
Solyc06g083380	0.09433
Solyc06g083390	0.09803
Solyc06g083410	0.34847
Solyc06g083420	0.26044
Solyc06g083430	0.24046
Solyc06g083440	0.35782
Solyc06g083450	0.37948
Solyc06g083460	0.01443
Solyc06g083470	0.34444
Solyc06g083490	1.71747
Solyc06g083500	0.02212
Solyc06g083510	0.25053
Solyc06g083520	0.20375
Solyc06g083530	0.07865
Solyc06g083540	0.57162
Solyc06g083550	0.24803
Solyc06g083560	0.00010
Solyc06g083570	0.05708
Solyc06g083580	0.18173
Solyc06g083610	0.12481
Solyc06g083620	0.00010
Solyc06g083630	0.11865
Solyc06g083640	0.65670
Solyc06g083650	0.15721
Solyc06g083660	0.24680
Solyc06g083670	0.63888
Solyc06g083680	0.72855
Solyc06g083690	0.78273
Solyc06g083710	0.22036
Solyc06g083720	0.73284
Solyc06g083730	0.15559
Solyc06g083740	1.09730
Solyc06g083750	0.29173
Solyc06g083760	0.61704
Solyc06g083770	0.51808
Solyc06g083780	0.00010
Solyc06g083790	0.00010
Solyc06g083800	0.00010
Solyc06g083810	0.05076
Solyc06g083820	0.04423
Solyc06g083830	0.18329
Solyc06g083860	0.27690
Solyc06g083870	0.04240
Solyc06g083880	0.38830
Solyc06g083890	0.06269
Solyc06g083900	0.22644
Solyc06g083910	0.03749
Solyc06g083920	0.03195
Solyc06g083960	0.11762
Solyc06g083980	0.10456
Solyc06g083990	0.09740
Solyc06g084000	0.00010
Solyc06g084010	0.22386
Solyc06g084020	0.29870
Solyc06g084030	0.34598
Solyc06g084040	0.67975
Solyc06g084050	0.31763
Solyc06g084060	0.14874
Solyc06g084070	0.19028
Solyc06g084080	0.19236
Solyc06g084090	0.10857
Solyc06g084100	0.33590
Solyc06g084120	0.55888
Solyc06g084130	0.17160
Solyc06g084140	0.12806
Solyc06g084150	0.07633
Solyc06g084160	0.16967
Solyc06g084170	0.19372
Solyc06g084180	0.00010
Solyc06g084190	1.22396
Solyc06g084200	0.82025
Solyc06g084210	0.22977
Solyc06g084220	0.22799
Solyc06g084230	0.07358
Solyc06g084240	1.08162
Solyc06g084250	0.29506
Solyc06g084260	0.35598
Solyc06g084270	0.21430
Solyc06g084290	0.21462
Solyc06g084310	0.00010
Solyc06g084320	0.17817
Solyc06g084330	0.36138
Solyc06g084340	0.26860
Solyc06g084350	0.00010
Solyc06g084360	0.09989
Solyc06g084370	0.19774
Solyc06g084380	0.53274
Solyc06g084390	0.24662
Solyc06g084400	0.72917
Solyc06g084410	2.24059
Solyc06g084420	0.15935
Solyc06g084430	0.00010
Solyc06g084440	0.02301
Solyc06g084450	0.21150
Solyc06g084460	0.17211
Solyc06g084470	1.19140
Solyc06g084500	0.22339
Solyc06g084510	0.06927
Solyc06g084520	0.08413
Solyc06g084530	0.34256
Solyc06g084540	0.65513
Solyc06g084550	0.26487
Solyc06g084570	0.30570
Solyc06g084580	0.24322
Solyc06g084590	0.39921
Solyc06g084600	1.47903
Solyc06g084610	0.38206
Solyc06g084620	0.05911
Solyc06g084820	0.36993
Solyc07g005000	0.12091
Solyc07g005010	0.23225
Solyc07g005020	0.10147
Solyc07g005030	0.32995
Solyc07g005040	0.00010
Solyc07g005060	0.04248
Solyc07g005090	0.17063
Solyc07g005100	0.14084
Solyc07g005120	0.20167
Solyc07g005130	0.07501
Solyc07g005140	0.12825
Solyc07g005170	0.61865
Solyc07g005180	0.11388
Solyc07g005190	0.19919
Solyc07g005200	0.12502
Solyc07g005210	0.24652
Solyc07g005230	0.67177
Solyc07g005240	0.24988
Solyc07g005320	0.47486
Solyc07g005330	0.17700
Solyc07g005340	0.09009
Solyc07g005360	0.19692
Solyc07g005370	1.18499
Solyc07g005380	0.00010
Solyc07g005390	0.00010
Solyc07g005400	0.22418
Solyc07g005410	0.50350
Solyc07g005430	0.19987
Solyc07g005440	0.05134
Solyc07g005450	0.17031
Solyc07g005460	0.24502
Solyc07g005470	0.30133
Solyc07g005480	0.22584
Solyc07g005500	0.27320
Solyc07g005510	0.11575
Solyc07g005520	0.10310
Solyc07g005530	0.32997
Solyc07g005540	0.11950
Solyc07g005550	0.16184
Solyc07g005560	0.08025
Solyc07g005570	0.18110
Solyc07g005580	0.17810
Solyc07g005590	0.01871
Solyc07g005600	0.03292
Solyc07g005610	0.12863
Solyc07g005620	0.07921
Solyc07g005640	0.28052
Solyc07g005650	0.36220
Solyc07g005660	0.20345
Solyc07g005680	0.10886
Solyc07g005690	0.43025
Solyc07g005700	0.57555
Solyc07g005710	999.00000
Solyc07g005720	0.00010
Solyc07g005730	0.82018
Solyc07g005740	0.26655
Solyc07g005750	0.93760
Solyc07g005760	0.17668
Solyc07g005770	1.07258
Solyc07g005790	0.60735
Solyc07g005800	0.35242
Solyc07g005810	0.19145
Solyc07g005820	0.00010
Solyc07g005830	0.09229
Solyc07g005840	0.12855
Solyc07g005850	0.25078
Solyc07g005860	0.12729
Solyc07g005870	0.25679
Solyc07g005880	0.13635
Solyc07g005890	0.17215
Solyc07g005900	0.00010
Solyc07g005910	0.11660
Solyc07g005920	0.00010
Solyc07g005930	0.07882
Solyc07g005940	0.42331
Solyc07g005950	0.38359
Solyc07g005960	0.25076
Solyc07g005970	0.28180
Solyc07g005980	0.12593
Solyc07g005990	0.12744
Solyc07g006000	0.07449
Solyc07g006010	0.11473
Solyc07g006020	0.11007
Solyc07g006030	0.27854
Solyc07g006040	0.99381
Solyc07g006050	0.78352
Solyc07g006060	1.26378
Solyc07g006070	0.09129
Solyc07g006100	0.11427
Solyc07g006110	0.06474
Solyc07g006120	0.15503
Solyc07g006130	0.00010
Solyc07g006140	0.16896
Solyc07g006150	0.48905
Solyc07g006160	0.18236
Solyc07g006170	0.17527
Solyc07g006180	0.16462
Solyc07g006190	0.05714
Solyc07g006200	0.13980
Solyc07g006210	0.17318
Solyc07g006220	0.02751
Solyc07g006230	0.18742
Solyc07g006250	0.13166
Solyc07g006260	0.67318
Solyc07g006270	0.75233
Solyc07g006280	0.06295
Solyc07g006300	0.34383
Solyc07g006320	0.73922
Solyc07g006330	0.28627
Solyc07g006340	0.08972
Solyc07g006350	0.17524
Solyc07g006360	0.21191
Solyc07g006370	0.15610
Solyc07g006380	0.52413
Solyc07g006400	0.23132
Solyc07g006410	0.74164
Solyc07g006420	375.90862
Solyc07g006480	999.00000
Solyc07g006490	999.00000
Solyc07g006500	0.08337
Solyc07g006510	0.05083
Solyc07g006520	0.03491
Solyc07g006530	0.17779
Solyc07g006540	0.24185
Solyc07g006560	0.45626
Solyc07g006570	0.81426
Solyc07g006580	0.27564
Solyc07g006590	0.00010
Solyc07g006600	0.43269
Solyc07g006610	0.41245
Solyc07g006630	0.29347
Solyc07g006640	0.00010
Solyc07g006650	0.14156
Solyc07g006660	0.18483
Solyc07g006680	0.84561
Solyc07g006690	0.27010
Solyc07g006700	0.25057
Solyc07g006710	0.28691
Solyc07g006720	0.08592
Solyc07g006730	0.15912
Solyc07g006760	0.17601
Solyc07g006770	0.43583
Solyc07g006780	0.10117
Solyc07g006790	0.10358
Solyc07g006800	999.00000
Solyc07g006810	0.25276
Solyc07g006820	0.37179
Solyc07g006830	0.15446
Solyc07g006850	0.13531
Solyc07g006860	0.30626
Solyc07g006870	0.19710
Solyc07g006890	0.18101
Solyc07g006900	0.00010
Solyc07g006910	0.00010
Solyc07g006920	0.52351
Solyc07g006950	0.39155
Solyc07g006960	0.13381
Solyc07g006970	0.13666
Solyc07g006990	0.51563
Solyc07g007000	999.00000
Solyc07g007020	0.52504
Solyc07g007030	0.04115
Solyc07g007040	0.25455
Solyc07g007050	0.11504
Solyc07g007060	0.15476
Solyc07g007110	0.63145
Solyc07g007120	0.02687
Solyc07g007130	0.15307
Solyc07g007140	0.23375
Solyc07g007150	0.18089
Solyc07g007160	0.29763
Solyc07g007170	0.16581
Solyc07g007180	0.32508
Solyc07g007190	0.26608
Solyc07g007200	0.49672
Solyc07g007210	0.00604
Solyc07g007220	0.12862
Solyc07g007230	0.04580
Solyc07g007240	0.76581
Solyc07g007250	0.26998
Solyc07g007260	0.88725
Solyc07g007270	0.36986
Solyc07g007280	0.13696
Solyc07g007290	999.00000
Solyc07g007300	0.26380
Solyc07g007310	0.59761
Solyc07g007320	0.26610
Solyc07g007330	0.20576
Solyc07g007340	0.06744
Solyc07g007350	0.13612
Solyc07g007360	0.15830
Solyc07g007370	0.20808
Solyc07g007380	0.21738
Solyc07g007390	0.08838
Solyc07g007420	0.00010
Solyc07g007430	0.07619
Solyc07g007440	0.11622
Solyc07g007450	0.18912
Solyc07g007500	0.13080
Solyc07g007510	0.05665
Solyc07g007520	0.00010
Solyc07g007550	0.23808
Solyc07g007560	0.14034
Solyc07g007580	2.87943
Solyc07g007590	0.13496
Solyc07g007600	0.01404
Solyc07g007610	0.07898
Solyc07g007620	0.05521
Solyc07g007630	0.11308
Solyc07g007640	0.62346
Solyc07g007650	0.61963
Solyc07g007660	0.32329
Solyc07g007670	0.18941
Solyc07g007680	0.16641
Solyc07g007690	0.15215
Solyc07g007700	0.57368
Solyc07g007710	0.13961
Solyc07g007730	0.27644
Solyc07g007750	0.35800
Solyc07g007760	0.74002
Solyc07g007780	0.38369
Solyc07g007790	0.30699
Solyc07g007800	0.18319
Solyc07g007810	0.25117
Solyc07g007820	0.17573
Solyc07g007830	0.82641
Solyc07g007850	1.07901
Solyc07g007860	0.03548
Solyc07g007870	0.23321
Solyc07g007890	0.16980
Solyc07g007920	0.53825
Solyc07g007930	0.20829
Solyc07g007940	0.18077
Solyc07g007950	0.28410
Solyc07g007960	0.20764
Solyc07g007970	0.30038
Solyc07g007980	0.12207
Solyc07g007990	0.31270
Solyc07g008000	0.13674
Solyc07g008010	0.15238
Solyc07g008020	1.45036
Solyc07g008030	0.23651
Solyc07g008040	0.08248
Solyc07g008050	0.05446
Solyc07g008060	0.45553
Solyc07g008070	0.10385
Solyc07g008080	0.14568
Solyc07g008090	0.02413
Solyc07g008100	0.85479
Solyc07g008110	0.22142
Solyc07g008120	0.23061
Solyc07g008130	0.28371
Solyc07g008140	0.39228
Solyc07g008150	0.02440
Solyc07g008160	0.25555
Solyc07g008170	0.70629
Solyc07g008180	0.31750
Solyc07g008190	0.31892
Solyc07g008200	0.17961
Solyc07g008210	0.41788
Solyc07g008240	0.25559
Solyc07g008250	0.29704
Solyc07g008260	0.32501
Solyc07g008270	0.34911
Solyc07g008280	0.37100
Solyc07g008290	0.20009
Solyc07g008310	0.24119
Solyc07g008320	0.15592
Solyc07g008330	0.18865
Solyc07g008340	0.00010
Solyc07g008350	0.12372
Solyc07g008360	0.14997
Solyc07g008370	0.05447
Solyc07g008380	0.00010
Solyc07g008400	0.16555
Solyc07g008410	0.17304
Solyc07g008430	0.00010
Solyc07g008440	0.16423
Solyc07g008450	0.31685
Solyc07g008460	0.20875
Solyc07g008470	0.00010
Solyc07g008480	0.07314
Solyc07g008490	0.26296
Solyc07g008520	0.12568
Solyc07g008530	0.18518
Solyc07g008540	0.08753
Solyc07g008550	0.11063
Solyc07g008560	0.04682
Solyc07g008570	0.13485
Solyc07g008580	0.00010
Solyc07g008590	0.32947
Solyc07g008600	0.36616
Solyc07g008610	0.05658
Solyc07g008620	0.69383
Solyc07g008630	0.28449
Solyc07g008650	0.33189
Solyc07g008660	0.05200
Solyc07g008670	0.16073
Solyc07g008700	0.36820
Solyc07g008710	0.15900
Solyc07g008720	0.37255
Solyc07g008730	0.31558
Solyc07g008750	0.41033
Solyc07g008770	0.20061
Solyc07g008780	0.23451
Solyc07g008800	0.54285
Solyc07g008820	0.13161
Solyc07g008840	0.12977
Solyc07g008850	0.24030
Solyc07g008860	0.06437
Solyc07g008880	0.02114
Solyc07g008890	0.26544
Solyc07g008900	0.10214
Solyc07g008910	0.21503
Solyc07g008920	0.07384
Solyc07g008930	0.18859
Solyc07g008940	0.04063
Solyc07g008950	0.11671
Solyc07g008970	0.00010
Solyc07g009130	0.34556
Solyc07g009140	0.05549
Solyc07g009150	0.17794
Solyc07g009160	0.14233
Solyc07g009170	0.27281
Solyc07g009220	0.07312
Solyc07g009230	0.23660
Solyc07g009260	0.00010
Solyc07g009290	0.04891
Solyc07g009320	0.11332
Solyc07g009330	0.07560
Solyc07g009340	1.90673
Solyc07g009350	0.18826
Solyc07g009380	0.06256
Solyc07g009410	0.19823
Solyc07g009440	0.43494
Solyc07g009460	0.20902
Solyc07g009490	0.11099
Solyc07g009520	0.00010
Solyc07g014590	0.14847
Solyc07g014610	0.17682
Solyc07g014620	0.20009
Solyc07g014640	0.21402
Solyc07g014650	0.00010
Solyc07g014660	0.10155
Solyc07g014670	0.32387
Solyc07g014680	0.35244
Solyc07g014700	0.31840
Solyc07g014730	0.47195
Solyc07g014740	0.00010
Solyc07g015800	0.38854
